StartDate,EndDate,Progress,Duration (in seconds),Finished,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_9_TEXT,Q4,Q4_5_TEXT,Q5,Q5_6_TEXT,Q5_7_TEXT,Q6,Q7,Q7_9_TEXT,Q8,Q9,Q9_9_TEXT,Q10,Q11,Q11_6_TEXT,Q12,Q12_6_TEXT,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28
4/12/25 23:49,4/12/25 23:50,100,75,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"Claude,Midjourney,DALL-E",,Regularly (daily),"Programming/coding,Personal organization,Professional work",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints,Location/transportation",,Online only,2 hours,"Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Very interested,Extremely interested,Extremely interested,,Extremely interested,Extremely interested,Very interested,Extremely interested,Extremely interested,Extremely interested,
4/12/25 9:12,4/13/25 9:18,100,86795,TRUE,,,,,34.003,-118.4298,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering,Business/Management,Arts/Design",,Professional,,Other U.S. location,NYC,,Expert,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Personal interest,Specific project needs",,"Time constraints,Location/transportation",,Hybrid (mix of online and in-person),1.5 hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings",Probably, Unsure,Not interested,Slightly interested,Moderately interested,Not interested,Moderately interested,Slightly interested,Extremely interested,Extremely interested,Extremely interested,Moderately interested,
4/13/25 11:19,4/13/25 11:22,100,168,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Female,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI video generation tools",,Extensively (multiple times daily),"Writing assistance,Programming/coding,Creative projects,Professional work,Learning new topics",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,Cost,,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekday evenings","Yes, definitely",5-Apr,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,All covered
4/13/25 11:32,4/13/25 11:36,100,207,TRUE,,,,,42.3498,-71.0765,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,Stable Diffusion,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Location/transportation,Lack of prerequisites,Scheduling conflicts",,In-person only,2.5+ hours,Weekday evenings,Probably,5-Apr,Slightly interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Very interested,Not interested,Slightly interested,Extremely interested,Extremely interested,
4/13/25 11:39,4/13/25 11:41,100,132,TRUE,,,,,42.2441,-71.1688,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints",,Hybrid (mix of online and in-person),1.5 hours,"Weekday afternoons,Weekday evenings",Probably,5-Apr,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,Extremely interested,Extremely interested,No
4/11/25 20:45,4/13/25 11:51,100,140753,TRUE,,,,,42.2796,-71.1282,anonymous,EN,18 - 24,Female,Engineering,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Professional work",,Very interested,"Academic requirements,Career advancement,Staying current with technology",,Time constraints,,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekday afternoons,Weekend mornings","Yes, definitely",5-Apr,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,I would like to learn more about LLm's and fine-tuning them 
4/13/25 11:52,4/13/25 11:57,100,298,TRUE,,,,,42.428,-71.0618,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints,Scheduling conflicts",,Hybrid (mix of online and in-person),1.5 hours,"Weekday afternoons,Weekday evenings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Moderately interested,Very interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Very interested,Very interested,Extremely interested,
4/13/25 14:47,4/13/25 15:02,100,897,TRUE,,,,,42.364,-71.0265,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,On campus,,,Basic awareness,"ChatGPT,Claude",,Extensively (multiple times daily),"Academic research,Programming/coding,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Lack of prerequisites,Scheduling conflicts",,In-person only,2.5+ hours,"Weekday evenings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Very interested,Extremely interested,Very interested,Extremely interested,Moderately interested,Very interested,Extremely interested,Extremely interested,
4/13/25 15:19,4/13/25 15:28,100,563,TRUE,,,,,42.6582,-71.3058,anonymous,EN,35 - 44,Female,Other: [text entry],DATA ANALYTICS,Graduate student,,New England (outside Massachusetts),,,Some experience,"ChatGPT,Claude,Other: [text entry]","POE, PERPLEXITY",Occasionally (few times a week),"Programming/coding,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Staying current with technology",,"Cost,Location/transportation,Lack of prerequisites",,Hybrid (mix of online and in-person),1.5 hours,Weekend afternoons,"Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Slightly interested,Slightly interested,Slightly interested,Very interested,Extremely interested,AI in Health care research
4/13/25 17:17,4/13/25 17:18,100,62,TRUE,,,,,42.7287,-71.1834,anonymous,EN,18 - 24,Male,Business/Management,,Graduate student,,Within Boston city limits,,,Some experience,GitHub Copilot,,Occasionally (few times a week),Personal organization,,Moderately interested,Staying current with technology,,Lack of prerequisites,,Hybrid (mix of online and in-person),2 hours,"Weekday afternoons,Weekday evenings",Unsure,5-Apr,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/13/25 17:36,4/13/25 17:50,100,862,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Female,"Computer Science/IT,Engineering,Business/Management",,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools,Other: [text entry]","Gemini, Canva, Perplexity, ChatPRD, ChatPDF, Agentic AI concept, NLP, LLM, GAN, HCI, MCP and A2A concepts etc",Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Other: [text entry]",Aspiring AI Product Manager ,"Cost,Time constraints,Location/transportation",,Online only,1.5 hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Moderately interested,Moderately interested,Very interested,Extremely interested,Extremely interested,Moderately interested,Moderately interested,Very interested,Extremely interested,Extremely interested,
4/13/25 18:23,4/13/25 18:26,100,175,TRUE,,,,,42.3244,-71.1706,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Time constraints,Lack of prerequisites",,Online only,2 hours,Weekend afternoons,"Yes, definitely",5-Apr,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,,Very interested,
4/13/25 18:55,4/13/25 18:57,100,137,TRUE,,,,,42.428,-71.0618,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Learning new topics",,Very interested,"Career advancement,Personal interest",,,,,,,"Yes, definitely",3-Feb,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/13/25 20:15,4/13/25 20:18,100,142,TRUE,,,,,42.364,-71.0265,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints",,Online only,2 hours,Weekday evenings,Unsure, Unsure,Moderately interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/13/25 20:20,4/13/25 20:24,100,238,TRUE,,,,,42.3399,-71.1245,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Programming/coding,Creative projects,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Time constraints,Lack of prerequisites",,Hybrid (mix of online and in-person),2 hours,Weekend afternoons,Probably,3-Feb,Very interested,Moderately interested,Not interested,Very interested,Moderately interested,Extremely interested,Very interested,Very interested,Extremely interested,Extremely interested,Generative UI adaption building chat bots
4/13/25 20:32,4/13/25 20:37,100,279,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude,GitHub Copilot,Other: [text entry]",Grok,Regularly (daily),"Academic research,Programming/coding,Personal organization,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints,Lack of prerequisites",,Online only,1.5 hours,Weekday mornings,"Yes, definitely", Unsure,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/13/25 20:37,4/13/25 20:39,100,91,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude,GitHub Copilot,Other: [text entry]",Grok,Regularly (daily),"Academic research,Programming/coding,Personal organization,Professional work,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints,Lack of prerequisites",,Online only,1.5 hours,Weekday mornings,"Yes, definitely", Unsure,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/13/25 21:19,4/13/25 21:21,100,118,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work",,Very interested,"Academic requirements,Career advancement,Personal interest",,"Cost,Time constraints,Location/transportation",,No preference,1.5 hours,"Weekday mornings,Weekday afternoons",Probably,3-Feb,Moderately interested,Moderately interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Very interested,Very interested,Moderately interested,
4/14/25 0:31,4/14/25 0:35,100,204,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology,Specific project needs",,Time constraints,,Online only,2 hours,"Weekday mornings,Weekday evenings","Yes, definitely", Unsure,Moderately interested,Extremely interested,Very interested,Very interested,Moderately interested,Moderately interested,Slightly interested,Extremely interested,Very interested,Extremely interested,Hugging Face
4/14/25 5:29,4/14/25 5:31,100,124,TRUE,,,,,42.2796,-71.1282,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,Stable Diffusion",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Learning new topics",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints,Location/transportation,Scheduling conflicts",,Online only,2 hours,Weekday evenings,"Yes, definitely",3-Feb,Moderately interested,Very interested,Moderately interested,Slightly interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,
4/14/25 7:47,4/14/25 7:50,100,174,TRUE,,,,,42.3498,-71.0765,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,On campus,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Location/transportation",,Online only,1.5 hours,Weekday afternoons,Probably,5-Apr,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/14/25 7:59,4/14/25 8:01,100,103,TRUE,,,,,33.8775,-84.5017,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E",,Regularly (daily),"Academic research,Programming/coding,Creative projects,Professional work",,Very interested,"Career advancement,Personal interest",,"Cost,Lack of prerequisites",,Online only,1.5 hours,"Weekday afternoons,Weekday evenings",Probably,3-Feb,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/14/25 8:05,4/14/25 8:09,100,229,TRUE,,,,,42.3268,-71.1341,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering,Business/Management",,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints,Scheduling conflicts",,Hybrid (mix of online and in-person),1.5 hours,"Weekday afternoons,Weekend afternoons",Probably,3-Feb,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,NA
4/14/25 9:44,4/14/25 9:50,100,354,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,On campus,,,Basic awareness,"ChatGPT,DALL-E",,Regularly (daily),"Academic research,Writing assistance",,Slightly interested,"Career advancement,Personal interest",,Scheduling conflicts,,In-person only,1 hour,Weekday afternoons,Probably not,5-Apr,Moderately interested,Slightly interested,Moderately interested,Slightly interested,Moderately interested,Slightly interested,Moderately interested,Slightly interested,Slightly interested,Slightly interested,no
4/14/25 9:52,4/14/25 9:56,100,195,TRUE,,,,,42.2743,-71.0972,anonymous,EN,25 - 34,Female,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude,DALL-E",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Staying current with technology,Specific project needs",,Scheduling conflicts,,Hybrid (mix of online and in-person),1.5 hours,"Weekday afternoons,Weekday evenings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/14/25 9:59,4/14/25 10:03,100,266,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,Engineering,,Graduate student,,On campus,,,Basic awareness,"ChatGPT,Claude",,Extensively (multiple times daily),"Personal organization,Professional work,Learning new topics",,Moderately interested,"Career advancement,Staying current with technology,Specific project needs",,Lack of prerequisites,,No preference,1 hour,Weekday afternoons,Probably,3-Feb,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Very interested,
4/14/25 9:56,4/14/25 10:05,100,509,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude,DALL-E,GitHub Copilot",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects,Learning new topics",,Very interested,"Academic requirements,Career advancement,Personal interest",,"Time constraints,Location/transportation,Scheduling conflicts",,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekend mornings","Yes, definitely",5-Apr,Moderately interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,No
4/14/25 10:05,4/14/25 10:07,100,105,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude,DALL-E",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Academic requirements,Career advancement,Personal interest",,Cost,,Online only,1 hour,"Weekday mornings,Weekday afternoons",Probably,3-Feb,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Slightly interested,Slightly interested,
4/14/25 10:18,4/14/25 10:20,100,102,TRUE,,,,,42.428,-71.0618,anonymous,EN,18 - 24,Male,"Computer Science/IT,Arts/Design",,Graduate student,,International,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,Staying current with technology,,Lack of prerequisites,,In-person only,2.5+ hours,Weekend afternoons,"Yes, definitely",6 or more,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,LLM
4/14/25 10:17,4/14/25 10:22,100,302,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,"Engineering,Health Sciences",,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Moderately interested,"Career advancement,Personal interest,Staying current with technology",,"Time constraints,Lack of prerequisites",,Hybrid (mix of online and in-person),1.5 hours,"Weekday evenings,Weekend afternoons",Probably,3-Feb,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,RAG
4/14/25 10:30,4/14/25 10:32,100,120,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects",,Moderately interested,"Academic requirements,Career advancement,Staying current with technology",,,,No preference,2 hours,Weekend mornings,Probably,3-Feb,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/14/25 10:16,4/14/25 10:32,100,969,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Female,"Engineering,Other: [text entry]",Information Systems,"Graduate student,Other: [text entry]",Master's,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Stable Diffusion,GitHub Copilot,AI video generation tools",,Occasionally (few times a week),"Creative projects,Personal organization,Professional work,Learning new topics",,Slightly interested,Staying current with technology,,Time constraints,,Online only,1.5 hours,Weekday afternoons,Probably,5-Apr,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/14/25 11:08,4/14/25 11:11,100,143,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools",,Regularly (daily),"Academic research,Programming/coding,Personal organization,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Lack of prerequisites",,Hybrid (mix of online and in-person),2.5+ hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,No
4/14/25 12:24,4/14/25 12:27,100,156,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,,Computer Science/IT,,Graduate student,,On campus,,,Basic awareness,"ChatGPT,Claude,DALL-E,GitHub Copilot",,Regularly (daily),"Personal organization,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints,Lack of prerequisites",,No preference,1.5 hours,Weekday mornings,Unsure,3-Feb,Moderately interested,Slightly interested,Slightly interested,Very interested,Very interested,Moderately interested,Moderately interested,,Very interested,Very interested,
4/14/25 12:54,4/14/25 12:55,100,97,TRUE,,,,,42.3253,-71.0951,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Academic research,Programming/coding,Creative projects",,Very interested,"Career advancement,Personal interest,Staying current with technology,Specific project needs",,Scheduling conflicts,,In-person only,1 hour,"Weekend mornings,Weekend afternoons","Yes, definitely",3-Feb,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,N/A
4/14/25 13:01,4/14/25 13:03,100,102,TRUE,,,,,42.3253,-71.0951,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Career advancement,Staying current with technology",,Cost,,Hybrid (mix of online and in-person),2.5+ hours,Weekday afternoons,"Yes, definitely",3-Feb,Moderately interested,Moderately interested,Moderately interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Moderately interested,
4/14/25 13:06,4/14/25 13:11,100,278,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Midjourney,DALL-E,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Scheduling conflicts",,Hybrid (mix of online and in-person),2 hours,"Weekday evenings,Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,No. All are mentioned clearly.
4/14/25 13:22,4/14/25 13:27,100,299,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Lack of prerequisites",,Hybrid (mix of online and in-person),2 hours,"Weekday afternoons,Weekday evenings","Yes, definitely",3-Feb,Very interested,Very interested,Extremely interested,Extremely interested,Moderately interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,AI for Game design
4/14/25 13:31,4/14/25 13:33,100,108,TRUE,,,,,42.3253,-71.0951,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Greater Boston area (within 20 miles),,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,Stable Diffusion",,Occasionally (few times a week),"Academic research,Programming/coding,Creative projects,Personal organization,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology,Specific project needs",,Cost,,Online only,1.5 hours,"Weekday afternoons,Weekday evenings","Yes, definitely",Just 1,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Slightly interested,Not interested,Very interested,Extremely interested,No
4/14/25 14:32,4/14/25 14:34,100,149,TRUE,,,,,47.6137,-122.3104,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,Other U.S. location,,,Some experience,ChatGPT,,Occasionally (few times a week),"Academic research,Programming/coding,Personal organization,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints,Location/transportation",,Online only,1 hour,Weekday mornings,"Yes, definitely",5-Apr,Very interested,Very interested,Very interested,Very interested,Very interested,Slightly interested,Slightly interested,Moderately interested,Very interested,Very interested,
4/14/25 17:53,4/14/25 18:00,100,403,TRUE,,,,,42.428,-71.0618,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude,GitHub Copilot,AI video generation tools",,Regularly (daily),"Academic research,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Lack of prerequisites",,Online only,2 hours,Weekend afternoons,"Yes, definitely",6 or more,Very interested,Moderately interested,Moderately interested,Very interested,Extremely interested,Extremely interested,Very interested,Very interested,Moderately interested,Extremely interested,
4/13/25 23:24,4/14/25 22:50,100,84352,TRUE,,,,,18.5211,73.8502,anonymous,EN,25 - 34,Prefer not to say,Business/Management,,Professional,,International,,,,"ChatGPT,Claude,Other: [text entry]",Grok,Extensively (multiple times daily),"Writing assistance,Personal organization,Professional work,Learning new topics",,Extremely interested,"Career advancement,Personal interest",,"Cost,Location/transportation",,,,,,,Moderately interested,Extremely interested,Extremely interested,Extremely interested,Moderately interested,Not interested,Not interested,Moderately interested,Very interested,Very interested,
